"BehaviorSpace results (NetLogo 6.3.0)"
"cooperation_spatial_diversity.nlogo"
"random-local-roaming"
"10/10/2023 10:52:35:345 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","63","0","63"
"[run number]","roaming-agents","noise-factor","synergy-factor","neighborhood-type","world-size","imitation-policy","[step]","mean-cooperators1k"
"6226","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9714570045471191"
"6227","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9772169589996338"
"6228","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9744255542755127"
"6229","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9727330207824707"
"6230","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9736237525939941"
"6233","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9721047878265381"
"6232","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9647684097290039"
"6231","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9771435260772705"
"6234","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9697678089141846"
"6235","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.968238353729248"
"6236","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9678030014038086"
"6237","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9742183685302734"
"6238","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9756417274475098"
"6239","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9727420806884766"
"6240","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9673051834106445"
"6241","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9841151237487793"
"6242","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.969688892364502"
"6244","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.96470046043396"
"6246","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9683382511138916"
"6243","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.964869499206543"
"6245","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9662137031555176"
"6247","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9566938877105713"
"6248","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9745032787322998"
"6249","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9736685752868652"
"6250","0.1","0.5","4.6","random von Neumann","64","fermi-dirac","2048","0.9759457111358643"
"6251","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8631978034973145"
"6252","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8564887046813965"
"6253","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8828392028808594"
"6256","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8525922298431396"
"6255","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.861983060836792"
"6254","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8449678421020508"
"6257","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8849022388458252"
"6258","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8536479473114014"
"6260","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8954110145568848"
"6259","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8931801319122314"
"6262","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.7940735816955566"
"6263","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8308212757110596"
"6264","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.837282657623291"
"6261","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8833084106445312"
"6266","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8527874946594238"
"6265","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8234047889709473"
"6267","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8930988311767578"
"6268","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8567042350769043"
"6269","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8484044075012207"
"6270","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8949685096740723"
"6271","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8236031532287598"
"6273","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8634262084960938"
"6272","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8565397262573242"
"6274","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8692731857299805"
"6275","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.856337308883667"
"6277","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8337616920471191"
"6276","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8236021995544434"
"6278","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8380944728851318"
"6279","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8864445686340332"
"6281","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.7987222671508789"
"6283","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8493187427520752"
"6282","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8270168304443359"
"6280","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8575809001922607"
"6284","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8953516483306885"
"6285","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8415985107421875"
"6286","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8662569522857666"
"6287","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8810195922851562"
"6288","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8507571220397949"
"6289","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.9116144180297852"
"6291","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8769617080688477"
"6290","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8280704021453857"
"6294","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.9036924839019775"
"6292","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8610308170318604"
"6293","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8576726913452148"
"6295","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8738820552825928"
"6297","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8618824481964111"
"6296","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.9006807804107666"
"6298","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8143758773803711"
"6299","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.9088320732116699"
"6301","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9680399894714355"
"6302","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9774956703186035"
"6303","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9641554355621338"
"6300","0.1","0.5","4.6","random Moore","64","fermi-dirac","2048","0.8399693965911865"
"6304","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9684243202209473"
"6305","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9716525077819824"
"6306","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9742429256439209"
"6308","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9726943969726562"
"6307","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9669921398162842"
"6309","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9637634754180908"
"6312","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9732975959777832"
"6310","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9635255336761475"
"6311","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9750242233276367"
"6313","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.969796895980835"
"6314","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9764556884765625"
"6316","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9687261581420898"
"6317","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9685559272766113"
"6318","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9736323356628418"
"6315","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9690365791320801"
"6319","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9712438583374023"
"6320","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9569625854492188"
"6321","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.975020170211792"
"6322","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9715673923492432"
"6323","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9693212509155273"
"6324","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9734675884246826"
"6326","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9684462547302246"
"6325","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9589593410491943"
"6329","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9801602363586426"
"6327","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9711775779724121"
"6328","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9666755199432373"
"6330","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9647183418273926"
"6332","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9679479598999023"
"6331","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9639008045196533"
"6333","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9686753749847412"
"6335","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9706945419311523"
"6334","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9686002731323242"
"6336","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9715383052825928"
"6337","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9686284065246582"
"6338","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9753775596618652"
"6339","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9649262428283691"
"6341","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9687991142272949"
"6340","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9564697742462158"
"6342","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9584610462188721"
"6343","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9710221290588379"
"6345","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9713723659515381"
"6344","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9795646667480469"
"6346","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9800114631652832"
"6347","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9733281135559082"
"6348","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9630935192108154"
"6349","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9636905193328857"
"6350","0.1","0.5","4.7","random von Neumann","64","fermi-dirac","2048","0.9678952693939209"
"6352","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8879659175872803"
"6351","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8772950172424316"
"6354","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.911383867263794"
"6356","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9159479141235352"
"6355","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8947231769561768"
"6353","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9034550189971924"
"6357","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.916130542755127"
"6359","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9448301792144775"
"6358","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9089174270629883"
"6360","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9171054363250732"
"6361","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.956744909286499"
"6362","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.915611743927002"
"6363","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8817665576934814"
"6364","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9093513488769531"
"6365","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8933722972869873"
"6366","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9178531169891357"
"6367","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9369869232177734"
"6370","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9343068599700928"
"6369","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.906233549118042"
"6368","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9095025062561035"
"6371","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8964862823486328"
"6372","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9585192203521729"
"6374","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8911466598510742"
"6375","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9052324295043945"
"6373","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.904149055480957"
"6376","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8760862350463867"
"6377","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8997693061828613"
"6378","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8962278366088867"
"6379","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9181389808654785"
"6380","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8512375354766846"
"6381","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9268879890441895"
"6382","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9061849117279053"
"6383","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9237546920776367"
"6384","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9009575843811035"
"6385","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9088869094848633"
"6387","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9053423404693604"
"6386","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9292869567871094"
"6388","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9054803848266602"
"6389","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9060707092285156"
"6390","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8909847736358643"
"6391","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9263079166412354"
"6392","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9302327632904053"
"6393","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9317171573638916"
"6394","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8837137222290039"
"6395","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.942441463470459"
"6396","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8700535297393799"
"6397","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.9069545269012451"
"6398","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8707976341247559"
"6401","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9734296798706055"
"6402","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9687793254852295"
"6400","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8591780662536621"
"6399","0.1","0.5","4.7","random Moore","64","fermi-dirac","2048","0.8693423271179199"
"6405","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9787356853485107"
"6404","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9683680534362793"
"6406","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9690139293670654"
"6403","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9705061912536621"
"6407","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9665226936340332"
"6408","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9728796482086182"
"6409","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9658598899841309"
"6411","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9647684097290039"
"6410","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9666190147399902"
"6412","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9608402252197266"
"6413","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9659364223480225"
"6414","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9617290496826172"
"6415","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9688529968261719"
"6416","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9697964191436768"
"6417","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9675374031066895"
"6419","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9732484817504883"
"6418","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9649372100830078"
"6421","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9723141193389893"
"6420","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9744970798492432"
"6422","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.976233959197998"
"6424","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9719157218933105"
"6423","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9739291667938232"
"6426","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9798176288604736"
"6425","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9686121940612793"
"6427","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.957789421081543"
"6428","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9704623222351074"
"6429","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9763376712799072"
"6431","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9724855422973633"
"6432","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9643886089324951"
"6430","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9655857086181641"
"6433","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9735145568847656"
"6434","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9725821018218994"
"6435","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9756958484649658"
"6436","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9699075222015381"
"6437","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9687461853027344"
"6439","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9714474678039551"
"6440","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9726715087890625"
"6438","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9610815048217773"
"6441","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9762890338897705"
"6442","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9749131202697754"
"6443","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.973487377166748"
"6444","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.963702917098999"
"6445","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9651310443878174"
"6449","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.970836877822876"
"6446","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9665219783782959"
"6447","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.969193696975708"
"6448","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9713528156280518"
"6450","0.1","0.5","4.8","random von Neumann","64","fermi-dirac","2048","0.9654676914215088"
"6451","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9480960369110107"
"6452","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9484443664550781"
"6453","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9263870716094971"
"6454","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9307641983032227"
"6455","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.885716438293457"
"6457","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9395842552185059"
"6456","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.8950402736663818"
"6458","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9230530261993408"
"6460","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9070813655853271"
"6459","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.930290699005127"
"6461","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9258854389190674"
"6462","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9265978336334229"
"6464","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.935746431350708"
"6463","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9405922889709473"
"6465","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9413778781890869"
"6466","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9367172718048096"
"6467","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9555144309997559"
"6468","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9287712574005127"
"6469","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.915398120880127"
"6470","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9406332969665527"
"6472","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9324877262115479"
"6471","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9108941555023193"
"6474","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9354288578033447"
"6475","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9189751148223877"
"6473","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9355909824371338"
"6476","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9117600917816162"
"6478","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9454834461212158"
"6477","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9051837921142578"
"6479","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9266211986541748"
"6480","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9481182098388672"
"6481","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9364149570465088"
"6482","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9070301055908203"
"6483","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9498083591461182"
"6484","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.93644118309021"
"6485","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9053974151611328"
"6486","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9339535236358643"
"6487","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.891878604888916"
"6488","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9102048873901367"
"6489","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9433572292327881"
"6490","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9424026012420654"
"6492","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9493229389190674"
"6493","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9587366580963135"
"6491","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9348888397216797"
"6494","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9450931549072266"
"6495","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9180271625518799"
"6496","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9372220039367676"
"6497","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9290704727172852"
"6498","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9513583183288574"
"6501","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9631490707397461"
"6502","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9616003036499023"
"6503","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9681351184844971"
"6500","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9526565074920654"
"6499","0.1","0.5","4.8","random Moore","64","fermi-dirac","2048","0.9537715911865234"
"6504","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9716434478759766"
"6505","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9652867317199707"
"6506","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9707505702972412"
"6508","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9768099784851074"
"6507","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.974367618560791"
"6509","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9670162200927734"
"6511","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9733712673187256"
"6510","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9670684337615967"
"6512","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9693715572357178"
"6513","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9765331745147705"
"6514","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9660477638244629"
"6515","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.97489333152771"
"6517","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9656109809875488"
"6516","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9740087985992432"
"6518","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.964195966720581"
"6519","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9699985980987549"
"6520","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9694933891296387"
"6523","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9720242023468018"
"6521","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9732277393341064"
"6522","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9605453014373779"
"6524","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9597568511962891"
"6526","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9689733982086182"
"6527","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9724547863006592"
"6528","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9683654308319092"
"6525","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9790892601013184"
"6530","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9720056056976318"
"6529","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9587452411651611"
"6532","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9732189178466797"
"6533","0.1","0.5","4.9","random von Neumann","64","fermi-dirac","2048","0.9553706645965576"
